"filename", "language", "JavaScript", "JSON", "comment", "blank", "total"
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.3e227d74f563e9b73655.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.3fdf87e2de6f1c12c706.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.407ba0d35c4402e56fe1.hot-update.js", "JavaScript", -18, 0, -12, 0, -30
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.4150b9390bfcf0557b9b.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.41b5fea4e5f523a4d3ab.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.483f8dce1659a4892f81.hot-update.js", "JavaScript", 9, 0, 10, 0, 19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.4cb37d9cf549a15a99e9.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.510f1f194fab47f119bb.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.5ea9f2ce18d5366c7a50.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.5ed2727cf53dbee343c6.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.6e18445510e2979b0eaf.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.761012f6f1f5e19f5e45.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.7b2006ae05a076e0ee10.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.85c3e809bad5d9b28c46.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.88765c817ca7d716399f.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.8ba49309ce4ea767b47a.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.8e8181e26df859965e5c.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.91d861227271d1e5bf9a.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
